plate	position	score	well	wellAnno	finalWellAnno	raw_r1_ch1	raw_r2_ch1	raw_r3_ch1	raw_r4_ch1	raw_r5_ch1	median_ch1	average_ch1	raw/PlateMedian_r1_ch1	raw/PlateMedian_r2_ch1	raw/PlateMedian_r3_ch1	raw/PlateMedian_r4_ch1	raw/PlateMedian_r5_ch1	normalized_r1_ch1	normalized_r2_ch1	normalized_r3_ch1	normalized_r4_ch1	normalized_r5_ch1	PlateName	drug1	concdrug1.micro_M.	drug2	concdrug2.micro_M.	GeneID
2	153	-0.23	G09	sample	sample	2198965	1977769	2059616	NA	NA	2059616	2078783.33333333	1.09	1.05	1.06	NA	NA	1.003	0.992	0.998	NA	NA	2	U0126	1.25	DMSO	0	U0126_1.25_DMSO_1.25
1	214	-0.24	I22	neg	neg	1543832	1665605	1692311	1471539	2154590	1665605	1705575.4	1.04	1.03	1.02	1.16	1.07	0.998	0.997	0.994	1.066	1.003	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	266	-0.24	L02	neg	neg	2082339	2099368	2045897	NA	NA	2082339	2075868	1.04	1.12	1.06	NA	NA	0.992	1.004	0.997	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	196	-0.24	I04	neg	neg	2094806	2084241	2050021	NA	NA	2084241	2076356	1.04	1.11	1.06	NA	NA	0.993	1.003	0.997	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	343	-0.24	O07	sample	sample	1596987	1887978	1788425	673496	2325857	1788425	1654548.6	1.08	1.17	1.07	0.532	1.16	1.005	1.023	1.005	0.901	1.019	1	AKTi VIII	2.5	DMSO	0	AKTi VIII_2.5_DMSO_2.5
1	167	-0.24	G23	neg	neg	1682750	1637146	1684220	1457024	2047572	1682750	1701742.4	1.14	1.02	1.01	1.15	1.02	1.015	0.994	0.993	1.064	0.993	1	U0126	0	DMSO	0	DMSO_0_DMSO_0
2	167	-0.24	G23	neg	neg	2080644	2028994	2135603	NA	NA	2080644	2081747	1.03	1.08	1.1	NA	NA	0.992	0.997	1.006	NA	NA	2	U0126	0	DMSO	0	DMSO_0_DMSO_0
1	201	-0.25	I09	neg	neg	1605900	1873294	1946079	681944	2160515	1873294	1653546.4	1.09	1.16	1.17	0.539	1.08	1.006	1.022	1.023	0.904	1.004	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	135	-0.25	F15	sample	sample	1591210	1763806	1717213	1616928	1910845	1717213	1720000.4	1.08	1.09	1.03	1.28	0.952	1.004	1.009	0.997	1.086	0.979	1	WORT	0.15625	DMSO	0	WORT_0.15625_DMSO_0.15625
1	305	-0.25	M17	sample	sample	1465812	1726783	1804929	958998	2440947	1726783	1679493.8	0.992	1.07	1.08	0.758	1.22	0.987	1.005	1.007	0.976	1.029	1	Disulfiram	0.078125	WORT	0.078125	Disulfiram_0.078125_WORT_0.078125
2	69	-0.25	C21	sample	sample	2163893	2092863	1992112	NA	NA	2092863	2082956	1.08	1.11	1.03	NA	NA	1	1.004	0.991	NA	NA	2	Bendamustine	0.01953125	WORT	0.01953125	Bendamustine_0.01953125_WORT_0.01953125
1	372	-0.25	P12	sample	sample	1566787	1691095	1510727	1961093	2138584	1691095	1773657.2	1.06	1.05	0.908	1.55	1.07	1.001	1.001	0.971	1.127	1.002	1	DMSO	0	DMSO	0	DMSO_12_DMSO_12
1	202	-0.26	I10	neg	neg	1561396	1836004	1895827	809465	2211463	1836004	1662831	1.06	1.14	1.14	0.64	1.1	1	1.017	1.017	0.94	1.009	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	374	-0.26	P14	sample	sample	1504973	1617059	1675076	1768224	2212737	1675076	1755613.8	1.02	1	1.01	1.4	1.1	0.992	0.991	0.992	1.105	1.009	1	DMSO	0	DMSO	0	DMSO_14_DMSO_14
2	203	-0.26	I11	neg	neg	2180417	2011924	2077906	NA	NA	2077906	2090082.33333333	1.08	1.07	1.07	NA	NA	1.002	0.995	1	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	79	-0.27	D07	sample	sample	2286702	1921602	2086070	NA	NA	2086070	2098124.66666667	1.14	1.02	1.08	NA	NA	1.012	0.986	1.001	NA	NA	2	Bendamustine	2.5	U0126	2.5	Bendamustine_2.5_U0126_2.5
2	326	-0.27	N14	sample	sample	2104244	2058618	2115839	NA	NA	2104244	2092900.33333333	1.05	1.1	1.09	NA	NA	0.994	1	1.004	NA	NA	2	MK2206	0.625	DMSO	0	MK2206_0.625_DMSO_0.625
1	248	-0.27	K08	sample	sample	1659661	1842468	1947429	733294	2129591	1842468	1662488.6	1.12	1.14	1.17	0.58	1.06	1.012	1.018	1.023	0.919	1.001	1	Bendamustine	0.078125	MK2206	0.078125	Bendamustine_0.078125_MK2206_0.078125
2	207	-0.27	I15	neg	neg	2118991	2023275	2141241	NA	NA	2118991	2094502.33333333	1.05	1.08	1.11	NA	NA	0.996	0.996	1.006	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	206	-0.27	I14	neg	neg	1631578	1829156	1807183	831801	2241482	1807183	1668240	1.1	1.13	1.09	0.657	1.12	1.009	1.017	1.008	0.946	1.011	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	130	-0.27	F10	sample	sample	1650728	1718758	1831459	1602855	1837194	1718758	1728198.8	1.12	1.07	1.1	1.27	0.916	1.011	1.004	1.01	1.084	0.971	1	WORT	0.15625	DMSO	0	WORT_0.15625_DMSO_0.15625
2	117	-0.28	E21	sample	sample	2194613	2036043	2061784	NA	NA	2061784	2097480	1.09	1.08	1.07	NA	NA	1.003	0.998	0.998	NA	NA	2	Bendamustine	0.01953125	PD	0.01953125	Bendamustine_0.01953125_PD_0.01953125
1	156	-0.28	G12	sample	sample	1593603	1794873	1963912	841255	2165256	1794873	1671779.8	1.08	1.11	1.18	0.665	1.08	1.004	1.013	1.025	0.948	1.004	1	U0126	0.3125	DMSO	0	U0126_0.3125_DMSO_0.3125
1	311	-0.28	M23	neg	neg	1452219	1693048	1711401	1747511	2200176	1711401	1760871	0.983	1.05	1.03	1.38	1.1	0.985	1.001	0.996	1.102	1.008	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	126	-0.28	F06	sample	sample	1531566	1711063	1767339	1758976	2001194	1758976	1754027.6	1.04	1.06	1.06	1.39	0.997	0.996	1.003	1.003	1.104	0.989	1	WORT	0.0390625	DMSO	0	WORT_0.0390625_DMSO_0.0390625
1	207	-0.28	I15	neg	neg	1728363	1712710	1866332	912901	2148982	1728363	1673857.6	1.17	1.06	1.12	0.722	1.07	1.021	1.003	1.014	0.965	1.003	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	154	-0.29	G10	sample	sample	2311933	1953952	2054817	NA	NA	2054817	2106900.66666667	1.15	1.04	1.06	NA	NA	1.014	0.989	0.998	NA	NA	2	U0126	0.15625	DMSO	0	U0126_0.15625_DMSO_0.15625
1	249	-0.29	K09	sample	sample	1662850	1803071	1856220	690948	2369302	1803071	1676478.2	1.13	1.12	1.12	0.546	1.18	1.013	1.014	1.013	0.907	1.023	1	Bendamustine	1.25	MK2206	1.25	Bendamustine_1.25_MK2206_1.25
1	340	-0.29	O04	sample	sample	1896549	1914541	1828997	438835	2353510	1896549	1686486.4	1.28	1.19	1.1	0.347	1.17	1.04	1.026	1.01	0.811	1.021	1	AKTi VIII	0.01953125	DMSO	0	AKTi VIII_0.01953125_DMSO_0.01953125
2	332	-0.3	N20	sample	sample	2177002	2045764	2094409	NA	NA	2094409	2105725	1.08	1.09	1.08	NA	NA	1.001	0.999	1.002	NA	NA	2	MK2206	5	DMSO	0	MK2206_5_DMSO_5
2	218	-0.3	J02	neg	neg	2196881	2037536	2086536	NA	NA	2086536	2106984.33333333	1.09	1.09	1.08	NA	NA	1.003	0.998	1.001	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	222	-0.3	J06	sample	sample	1598087	1676293	1734485	1960889	1967158	1734485	1787382.4	1.08	1.04	1.04	1.55	0.981	1.005	0.999	0.999	1.127	0.985	1	Disulfiram	0.0390625	DMSO	0	Disulfiram_0.0390625_DMSO_0.0390625
2	333	-0.3	N21	sample	sample	2236406	2095195	1998503	NA	NA	2095195	2110034.66666667	1.11	1.12	1.03	NA	NA	1.007	1.004	0.992	NA	NA	2	MK2206	0.01953125	DMSO	0	MK2206_0.01953125_DMSO_0.01953125
2	244	-0.31	K04	sample	sample	2162365	2042840	2128355	NA	NA	2128355	2111186.66666667	1.07	1.09	1.1	NA	NA	1	0.999	1.005	NA	NA	2	Disulfiram	0.01953125	MK2206	0.01953125	Disulfiram_0.01953125_MK2206_0.01953125
2	58	-0.31	C10	sample	sample	2206575	2030730	2101927	NA	NA	2101927	2113077.33333333	1.1	1.08	1.09	NA	NA	1.004	0.997	1.002	NA	NA	2	Bendamustine	0.15625	WORT	0.15625	Bendamustine_0.15625_WORT_0.15625
2	102	-0.31	E06	sample	sample	2295687	1922808	2145345	NA	NA	2145345	2121280	1.14	1.02	1.11	NA	NA	1.012	0.986	1.007	NA	NA	2	Bendamustine	0.0390625	PD	0.0390625	Bendamustine_0.0390625_PD_0.0390625
1	218	-0.31	J02	neg	neg	1436838	1729787	1767426	1966631	2103262	1767426	1800788.8	0.972	1.07	1.06	1.55	1.05	0.983	1.005	1.003	1.127	0.999	1	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	126	-0.32	F06	sample	sample	2177630	2160119	2003758	NA	NA	2160119	2113835.66666667	1.08	1.15	1.04	NA	NA	1.001	1.01	0.992	NA	NA	2	WORT	0.0390625	DMSO	0	WORT_0.0390625_DMSO_0.0390625
2	294	-0.32	M06	sample	sample	2186307	2089897	2080131	NA	NA	2089897	2118778.33333333	1.09	1.11	1.08	NA	NA	1.002	1.003	1	NA	NA	2	Disulfiram	0.0390625	WORT	0.0390625	Disulfiram_0.0390625_WORT_0.0390625
1	335	-0.32	N23	neg	neg	1588060	1599330	1669145	1861766	2248786	1669145	1793417.4	1.07	0.992	1	1.47	1.12	1.003	0.989	0.991	1.116	1.012	1	MK2206	0	DMSO	0	DMSO_0_DMSO_0
2	320	-0.33	N08	sample	sample	2105995	2088279	2165661	NA	NA	2105995	2119978.33333333	1.05	1.11	1.12	NA	NA	0.994	1.003	1.009	NA	NA	2	MK2206	0.078125	DMSO	0	MK2206_0.078125_DMSO_0.078125
2	191	-0.33	H23	neg	neg	2113263	2069643	2179453	NA	NA	2113263	2120786.33333333	1.05	1.1	1.13	NA	NA	0.995	1.001	1.01	NA	NA	2	PD	0	DMSO	0	DMSO_0_DMSO_0
1	341	-0.33	O05	sample	sample	1729592	1945209	1980747	466624	2400259	1945209	1704486.2	1.17	1.21	1.19	0.369	1.2	1.021	1.029	1.026	0.824	1.025	1	AKTi VIII	5	DMSO	0	AKTi VIII_5_DMSO_5
2	57	-0.33	C09	sample	sample	2277699	2017597	2080959	NA	NA	2080959	2125418.33333333	1.13	1.07	1.08	NA	NA	1.011	0.996	1	NA	NA	2	Bendamustine	1.25	WORT	1.25	Bendamustine_1.25_WORT_1.25
1	117	-0.33	E21	sample	sample	1602842	1668587	1829763	1362164	2212382	1668587	1735147.6	1.08	1.03	1.1	1.08	1.1	1.005	0.998	1.01	1.05	1.009	1	Disulfiram	0.01953125	PD	0.01953125	Disulfiram_0.01953125_PD_0.01953125
1	257	-0.33	K17	sample	sample	1647015	1751028	1810128	1208749	2171463	1751028	1717676.6	1.11	1.09	1.09	0.955	1.08	1.011	1.008	1.008	1.025	1.005	1	Bendamustine	0.078125	MK2206	0.078125	Bendamustine_0.078125_MK2206_0.078125
1	344	-0.34	O08	sample	sample	1783064	1807893	1829839	728844	2319366	1807893	1693801.2	1.21	1.12	1.1	0.576	1.16	1.027	1.014	1.01	0.918	1.018	1	AKTi VIII	0.078125	DMSO	0	AKTi VIII_0.078125_DMSO_0.078125
1	348	-0.34	O12	sample	sample	1498848	1821272	1918238	1035380	2299352	1821272	1714618	1.01	1.13	1.15	0.818	1.15	0.992	1.016	1.02	0.992	1.017	1	AKTi VIII	0.3125	DMSO	0	AKTi VIII_0.3125_DMSO_0.3125
1	250	-0.34	K10	sample	sample	1659956	1792834	1870900	762177	2426210	1792834	1702415.4	1.12	1.11	1.12	0.602	1.21	1.012	1.013	1.015	0.927	1.028	1	Bendamustine	0.15625	MK2206	0.15625	Bendamustine_0.15625_MK2206_0.15625
1	364	-0.34	P04	sample	sample	1669897	1608905	1731368	2118614	1996197	1731368	1824996.2	1.13	0.998	1.04	1.67	0.995	1.014	0.99	0.999	1.143	0.988	1	DMSO	0	DMSO	0	DMSO_4_DMSO_4
1	260	-0.35	K20	sample	sample	1507317	1793535	1810341	1480801	2175908	1793535	1753580.4	1.02	1.11	1.09	1.17	1.08	0.993	1.013	1.008	1.067	1.005	1	Bendamustine	5	MK2206	5	Bendamustine_5_MK2206_5
1	125	-0.35	F05	sample	sample	1555703	1662772	1789075	1869221	2117592	1789075	1798872.6	1.05	1.03	1.07	1.48	1.06	0.999	0.997	1.006	1.117	1	1	WORT	5	DMSO	0	WORT_5_DMSO_5
1	157	-0.35	G13	sample	sample	1662554	1728396	1867631	850742	2441257	1728396	1710116	1.13	1.07	1.12	0.672	1.22	1.013	1.005	1.014	0.95	1.029	1	U0126	0.3125	DMSO	0	U0126_0.3125_DMSO_0.3125
2	115	-0.35	E19	sample	sample	2253728	2039184	2106012	NA	NA	2106012	2132974.66666667	1.12	1.09	1.09	NA	NA	1.009	0.998	1.003	NA	NA	2	Bendamustine	0.0390625	PD	0.0390625	Bendamustine_0.0390625_PD_0.0390625
1	371	-0.35	P11	sample	sample	1484332	1656186	1743842	2084357	2203718	1743842	1834487	1	1.03	1.05	1.65	1.1	0.99	0.996	1	1.14	1.008	1	DMSO	0	DMSO	0	DMSO_11_DMSO_11
2	93	-0.35	D21	sample	sample	2294839	2057237	2054727	NA	NA	2057237	2135601	1.14	1.1	1.06	NA	NA	1.012	1	0.998	NA	NA	2	Bendamustine	0.01953125	U0126	0.01953125	Bendamustine_0.01953125_U0126_0.01953125
1	332	-0.35	N20	sample	sample	1507922	1690959	1767501	1904946	2175568	1767501	1809379.2	1.02	1.05	1.06	1.51	1.08	0.993	1.001	1.003	1.121	1.005	1	MK2206	5	DMSO	0	MK2206_5_DMSO_5
1	159	-0.36	G15	sample	sample	1615152	1818487	1899866	900781	2323955	1818487	1711648.2	1.09	1.13	1.14	0.712	1.16	1.007	1.015	1.018	0.963	1.019	1	U0126	0.15625	DMSO	0	U0126_0.15625_DMSO_0.15625
1	252	-0.36	K12	sample	sample	1748245	1841059	1964972	808955	2147066	1841059	1702059.4	1.18	1.14	1.18	0.639	1.07	1.023	1.018	1.025	0.94	1.003	1	Bendamustine	0.3125	MK2206	0.3125	Bendamustine_0.3125_MK2206_0.3125
2	287	-0.36	L23	neg	neg	2138072	2131551	2136996	NA	NA	2136996	2135539.66666667	1.06	1.14	1.1	NA	NA	0.997	1.008	1.006	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
1	134	-0.36	F14	sample	sample	1558160	1811414	1800095	1743606	2007912	1800095	1784237.4	1.05	1.12	1.08	1.38	1	0.999	1.015	1.007	1.102	0.989	1	WORT	0.625	DMSO	0	WORT_0.625_DMSO_0.625
1	143	-0.36	F23	neg	neg	1485357	1738456	1940020	1625372	2094578	1738456	1776756.6	1.01	1.08	1.17	1.28	1.04	0.99	1.006	1.022	1.087	0.998	1	WORT	0	DMSO	0	DMSO_0_DMSO_0
1	199	-0.37	I07	neg	neg	1747810	1955745	1913162	698123	2209112	1913162	1704790.4	1.18	1.21	1.15	0.552	1.1	1.023	1.03	1.019	0.909	1.009	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	81	-0.37	D09	sample	sample	2312584	1988614	2142505	NA	NA	2142505	2147901	1.15	1.06	1.11	NA	NA	1.014	0.993	1.006	NA	NA	2	Bendamustine	1.25	U0126	1.25	Bendamustine_1.25_U0126_1.25
2	309	-0.37	M21	sample	sample	2122993	2174230	2126287	NA	NA	2126287	2141170	1.06	1.16	1.1	NA	NA	0.996	1.012	1.005	NA	NA	2	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
1	212	-0.37	I20	neg	neg	1593310	1777041	1869133	1273750	2199298	1777041	1742506.4	1.08	1.1	1.12	1.01	1.1	1.004	1.011	1.015	1.036	1.008	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	285	-0.37	L21	sample	sample	2212575	2109278	2107271	NA	NA	2109278	2143041.33333333	1.1	1.12	1.09	NA	NA	1.005	1.005	1.003	NA	NA	2	Disulfiram	0.01953125	AKTi VIII	0.01953125	Disulfiram_0.01953125_AKTi VIII_0.01953125
1	138	-0.38	F18	sample	sample	1723797	1622205	1739156	1790863	2127783	1739156	1800760.8	1.17	1.01	1.04	1.42	1.06	1.02	0.992	1	1.108	1.001	1	WORT	2.5	DMSO	0	WORT_2.5_DMSO_2.5
1	132	-0.38	F12	sample	sample	1512408	1733350	1853424	1751468	2149269	1751468	1799983.8	1.02	1.08	1.11	1.38	1.07	0.993	1.006	1.013	1.103	1.003	1	WORT	0.3125	DMSO	0	WORT_0.3125_DMSO_0.3125
1	263	-0.38	K23	neg	neg	1618349	1623026	1808850	1711909	2227078	1711909	1797842.4	1.1	1.01	1.09	1.35	1.11	1.007	0.992	1.008	1.098	1.01	1	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
1	368	-0.38	P08	sample	sample	1549638	1725840	1756249	2044373	2105532	1756249	1836326.4	1.05	1.07	1.06	1.62	1.05	0.998	1.005	1.002	1.136	0.999	1	DMSO	0	DMSO	0	DMSO_8_DMSO_8
1	158	-0.38	G14	sample	sample	1577630	1860249	1964423	882282	2342879	1860249	1725492.6	1.07	1.15	1.18	0.697	1.17	1.002	1.02	1.025	0.958	1.02	1	U0126	0.625	DMSO	0	U0126_0.625_DMSO_0.625
1	254	-0.39	K14	sample	sample	1718601	1824636	1890600	958682	2212868	1824636	1721077.4	1.16	1.13	1.14	0.758	1.1	1.02	1.016	1.017	0.976	1.009	1	Bendamustine	0.625	MK2206	0.625	Bendamustine_0.625_MK2206_0.625
1	373	-0.39	P13	sample	sample	1640638	1641567	1613463	2084836	2258894	1641567	1847879.6	1.11	1.02	0.969	1.65	1.13	1.01	0.994	0.984	1.14	1.013	1	DMSO	0	DMSO	0	DMSO_13_DMSO_13
2	335	-0.39	N23	neg	neg	2233272	2139596	2080816	NA	NA	2139596	2151228	1.11	1.14	1.08	NA	NA	1.007	1.008	1	NA	NA	2	MK2206	0	DMSO	0	DMSO_0_DMSO_0
1	160	-0.39	G16	sample	sample	1623471	1969908	1771005	991433	2296368	1771005	1730437	1.1	1.22	1.06	0.784	1.14	1.008	1.032	1.003	0.983	1.016	1	U0126	1.25	DMSO	0	U0126_1.25_DMSO_1.25
1	213	-0.4	I21	neg	neg	1586010	1726796	1845429	1348953	2312083	1726796	1763854.2	1.07	1.07	1.11	1.07	1.15	1.003	1.005	1.012	1.048	1.018	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	132	-0.4	F12	sample	sample	2270081	1992543	2215929	NA	NA	2215929	2159517.66666667	1.13	1.06	1.15	NA	NA	1.01	0.993	1.013	NA	NA	2	WORT	0.3125	DMSO	0	WORT_0.3125_DMSO_0.3125
1	205	-0.4	I13	neg	neg	1713892	1831870	1946512	794243	2337561	1831870	1724815.6	1.16	1.14	1.17	0.628	1.17	1.019	1.017	1.023	0.936	1.02	1	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	251	-0.4	K11	sample	sample	1710918	1914617	1963223	767187	2258749	1914617	1722938.8	1.16	1.19	1.18	0.606	1.13	1.019	1.026	1.025	0.929	1.013	1	Bendamustine	0.625	MK2206	0.625	Bendamustine_0.625_MK2206_0.625
1	235	-0.4	J19	sample	sample	1565996	1641309	1839919	1754954	2262949	1754954	1813025.4	1.06	1.02	1.11	1.39	1.13	1.001	0.994	1.011	1.103	1.013	1	Disulfiram	0.0390625	DMSO	0	Disulfiram_0.0390625_DMSO_0.0390625
1	378	-0.4	P18	sample	sample	1689876	1589423	1756585	1991954	2167882	1756585	1839144	1.14	0.986	1.06	1.57	1.08	1.016	0.988	1.002	1.13	1.005	1	DMSO	0	DMSO	0	DMSO_18_DMSO_18
1	129	-0.41	F09	sample	sample	1691371	1730805	1906150	1728152	1945269	1730805	1800349.4	1.14	1.07	1.15	1.37	0.97	1.016	1.005	1.019	1.1	0.983	1	WORT	1.25	DMSO	0	WORT_1.25_DMSO_1.25
2	263	-0.41	K23	neg	neg	2122656	2092008	2273153	NA	NA	2122656	2162605.66666667	1.06	1.11	1.17	NA	NA	0.996	1.004	1.019	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	177	-0.41	H09	sample	sample	2183021	2022093	2299114	NA	NA	2183021	2168076	1.09	1.08	1.19	NA	NA	1.002	0.996	1.021	NA	NA	2	PD	1.25	DMSO	0	PD_1.25_DMSO_1.25
2	214	-0.41	I22	neg	neg	2382693	2029547	2093748	NA	NA	2093748	2168662.66666667	1.18	1.08	1.08	NA	NA	1.02	0.997	1.002	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	119	-0.41	E23	neg	neg	2251855	2157613	2080493	NA	NA	2157613	2163320.33333333	1.12	1.15	1.08	NA	NA	1.008	1.01	1	NA	NA	2	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	162	-0.42	G18	sample	sample	2191612	2149200	2149334	NA	NA	2149334	2163382	1.09	1.14	1.11	NA	NA	1.003	1.009	1.007	NA	NA	2	U0126	2.5	DMSO	0	U0126_2.5_DMSO_2.5
2	374	-0.42	P14	sample	sample	2235721	2060579	2207235	NA	NA	2207235	2167845	1.11	1.1	1.14	NA	NA	1.007	1	1.013	NA	NA	2	DMSO	0	DMSO	0	DMSO_14_DMSO_14
2	156	-0.42	G12	sample	sample	2306528	2097528	2099411	NA	NA	2099411	2167822.33333333	1.15	1.12	1.09	NA	NA	1.013	1.004	1.002	NA	NA	2	U0126	0.3125	DMSO	0	U0126_0.3125_DMSO_0.3125
1	328	-0.43	N16	sample	sample	1760583	1765315	1988435	2258744	1635153	1765315	1881646	1.19	1.09	1.19	1.79	0.815	1.024	1.009	1.027	1.157	0.948	1	MK2206	1.25	DMSO	0	MK2206_1.25_DMSO_1.25
1	266	-0.43	L02	neg	neg	1717138	1701123	1857191	1916194	1973786	1857191	1833086.4	1.16	1.06	1.12	1.51	0.984	1.019	1.002	1.013	1.122	0.986	1	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	155	-0.43	G11	sample	sample	2299481	2109252	2110684	NA	NA	2110684	2173139	1.14	1.12	1.09	NA	NA	1.013	1.005	1.003	NA	NA	2	U0126	0.625	DMSO	0	U0126_0.625_DMSO_0.625
1	256	-0.43	K16	sample	sample	1589720	1904739	2025228	1137716	2126248	1904739	1756730.2	1.08	1.18	1.22	0.899	1.06	1.004	1.025	1.031	1.012	1.001	1	Bendamustine	1.25	MK2206	1.25	Bendamustine_1.25_MK2206_1.25
2	318	-0.44	N06	sample	sample	2265203	2101598	2157761	NA	NA	2157761	2174854	1.13	1.12	1.12	NA	NA	1.01	1.005	1.008	NA	NA	2	MK2206	0.0390625	DMSO	0	MK2206_0.0390625_DMSO_0.0390625
1	350	-0.44	O14	sample	sample	1604139	1877967	1922668	1010218	2356341	1877967	1754266.6	1.09	1.16	1.16	0.798	1.17	1.005	1.022	1.02	0.987	1.022	1	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
2	197	-0.44	I05	neg	neg	2201759	2144507	2178001	NA	NA	2178001	2174755.66666667	1.09	1.14	1.13	NA	NA	1.004	1.009	1.01	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
2	367	-0.44	P07	sample	sample	2212955	2168387	2148161	NA	NA	2168387	2176501	1.1	1.16	1.11	NA	NA	1.005	1.011	1.007	NA	NA	2	DMSO	0	DMSO	0	DMSO_7_DMSO_7
1	342	-0.44	O06	sample	sample	1886313	1903624	1957152	543804	2467694	1903624	1751717.4	1.28	1.18	1.18	0.43	1.23	1.039	1.025	1.024	0.856	1.031	1	AKTi VIII	0.0390625	DMSO	0	AKTi VIII_0.0390625_DMSO_0.0390625
2	290	-0.45	M02	neg	neg	2254309	2139452	2143456	NA	NA	2143456	2179072.33333333	1.12	1.14	1.11	NA	NA	1.009	1.008	1.006	NA	NA	2	Disulfiram	0	DMSO	0	DMSO_0_DMSO_0
2	339	-0.45	O03	sample	sample	2095480	2254124	2185840	NA	NA	2185840	2178481.33333333	1.04	1.2	1.13	NA	NA	0.993	1.019	1.011	NA	NA	2	AKTi VIII	10	DMSO	0	AKTi VIII_10_DMSO_10
2	138	-0.45	F18	sample	sample	2320200	2089250	2136709	NA	NA	2136709	2182053	1.15	1.11	1.1	NA	NA	1.015	1.003	1.006	NA	NA	2	WORT	2.5	DMSO	0	WORT_2.5_DMSO_2.5
2	180	-0.45	H12	sample	sample	2316916	2050532	2184452	NA	NA	2184452	2183966.66666667	1.15	1.09	1.13	NA	NA	1.014	0.999	1.01	NA	NA	2	PD	0.3125	DMSO	0	PD_0.3125_DMSO_0.3125
1	367	-0.45	P07	sample	sample	1568967	1705454	1836172	2119030	2149491	1836172	1875822.8	1.06	1.06	1.1	1.67	1.07	1.001	1.002	1.011	1.143	1.003	1	DMSO	0	DMSO	0	DMSO_7_DMSO_7
1	366	-0.46	P06	sample	sample	1549310	1677785	1729518	2090506	2367350	1729518	1882893.8	1.05	1.04	1.04	1.65	1.18	0.998	0.999	0.999	1.14	1.023	1	DMSO	0	DMSO	0	DMSO_6_DMSO_6
2	322	-0.46	N10	sample	sample	2279353	2157705	2114890	NA	NA	2157705	2183982.66666667	1.13	1.15	1.09	NA	NA	1.011	1.01	1.004	NA	NA	2	MK2206	0.15625	DMSO	0	MK2206_0.15625_DMSO_0.15625
2	198	-0.46	I06	neg	neg	2264662	2087813	2207038	NA	NA	2207038	2186504.33333333	1.13	1.11	1.14	NA	NA	1.01	1.003	1.013	NA	NA	2	DMSO	0	DMSO	0	DMSO_0_DMSO_0
1	363	-0.46	P03	sample	sample	1681294	1615712	1809952	2114341	2175973	1809952	1879454.4	1.14	1	1.09	1.67	1.08	1.015	0.991	1.008	1.143	1.005	1	DMSO	0	DMSO	0	DMSO_3_DMSO_3
1	274	-0.46	L10	sample	sample	1502447	1788133	1856183	2013002	2180631	1856183	1868079.2	1.02	1.11	1.12	1.59	1.09	0.992	1.012	1.013	1.132	1.006	1	Bendamustine	0.15625	AKTi VIII	0.15625	Bendamustine_0.15625_AKTi VIII_0.15625
1	287	-0.46	L23	neg	neg	1598234	1797313	1670600	1845165	2340692	1797313	1850400.8	1.08	1.11	1	1.46	1.17	1.005	1.013	0.991	1.114	1.02	1	Bendamustine	0	DMSO	0	DMSO_0_DMSO_0
2	319	-0.46	N07	sample	sample	2238500	2112666	2217926	NA	NA	2217926	2189697.33333333	1.11	1.13	1.15	NA	NA	1.007	1.006	1.014	NA	NA	2	MK2206	2.5	DMSO	0	MK2206_2.5_DMSO_2.5
1	347	-0.47	O11	sample	sample	1710175	1933465	1935682	924476	2287965	1933465	1758352.6	1.16	1.2	1.16	0.731	1.14	1.019	1.028	1.022	0.968	1.016	1	AKTi VIII	0.625	DMSO	0	AKTi VIII_0.625_DMSO_0.625
1	309	-0.47	M21	sample	sample	1561055	1858699	1793752	1599358	2293716	1793752	1821316	1.06	1.15	1.08	1.26	1.14	1	1.02	1.006	1.084	1.016	1	Disulfiram	0.01953125	WORT	0.01953125	Disulfiram_0.01953125_WORT_0.01953125
